S.No,Compound,A,B,In literature,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ
152,AlBO3,Al,B,FALSE,cubic,3,3,"0,54","0,54","0,27","1,61","2,04","2,186788809","1,624661665","-0,778178571","0,821429434","4,841355431","0,192857143"
153,AlBaO3,Al,Ba,FALSE,orthorhombic,not balanced,not balanced,"0,54","0,54","1,35","1,61","0,89","2,186788809","2,64009357","-3,032678571","0,498831693",-,"0,964285714"
154,AlBeO3,Al,Be,FALSE,cubic,not balanced,not balanced,"0,54","0,54","0,45","1,61","1,57","2,186788809","1,803349248","-1,207607143","0,741506571",-,"0,321428571"
155,AlBiO3,Al,Bi,FALSE,orthorhombic,not balanced,not balanced,"0,54","0,54","0,9","1,61","2,02","2,186788809","2,215655462","-1,967785714","0,596429198",-,"0,642857143"
156,AlCaO3,Al,Ca,FALSE,orthorhombic,not balanced,not balanced,"0,54","0,54",1,"1,61",1,"2,186788809","2,318139449","-2,352714286","0,571577981",-,"0,714285714"
157,AlCdO3,Al,Cd,FALSE,orthorhombic,not balanced,not balanced,"0,54","0,54","0,95","1,61","1,69","2,186788809","2,286435201","-2,125535714","0,583739215",-,"0,678571429"
158,AlCeO3,Al,Ce,FALSE,orthorhombic,3,3,"0,54","0,54","1,01","1,61","1,12","2,186788809","2,268642439","-2,348392857","0,569206289","-10,17553999","0,721428571"
159,AlCoO3,Al,Co,FALSE,cubic,3,3,"0,54","0,54","0,61","1,61","1,88","2,186788809","1,930310969","-1,448964286","0,682481172","-28,49293739","0,435714286"
160,AlCrO3,Al,Cr,FALSE,cubic,3,3,"0,54","0,54","0,62","1,61","1,66","2,186788809","1,960053288","-1,510214286","0,679102552","-25,65541231","0,442857143"
161,AlCsO3,Al,Cs,FALSE,cubic,not balanced,not balanced,"0,54","0,54","1,67","1,61","0,79","2,186788809","3,009747218","-3,65425","0,446836207",-,"1,192857143"
162,AlCuO3,Al,Cu,FALSE,cubic,3,3,"0,54","0,54","0,54","1,61","1,9","2,186788809","2,005573846","-1,313357143","0,707106781",-,"0,385714286"
163,AlDyO3,Al,Dy,FALSE,rhombohedral,3,3,"0,54","0,54","0,91","1,61","1,22","2,186788809","2,255580699","-2,140892857","0,593847253","-10,87273503","0,65"
164,AlErO3,Al,Er,FALSE,orthorhombic,3,3,"0,54","0,54","0,89","1,61","1,24","2,186788809","2,250676638","-2,099392857","0,599033692","-11,06994889","0,635714286"
165,AlEuO3,Al,Eu,FALSE,orthorhombic,3,3,"0,54","0,54","0,95","1,61","1,2","2,186788809","2,354367494","-2,220035714","0,583739215","-10,54505319","0,678571429"
166,AlFeO3,Al,Fe,FALSE,cubic,3,3,"0,54","0,54","0,65","1,61","1,83","2,186788809","1,999521816","-1,533892857","0,669164466","-20,28878795","0,464285714"
167,AlGaO3,Al,Ga,FALSE,cubic,3,3,"0,54","0,54","0,62","1,61","1,81","2,186788809","1,974643898","-1,481285714","0,679102552","-25,65541231","0,442857143"
168,AlGdO3,Al,Gd,FALSE,rhombohedral,3,3,"0,54","0,54","0,94","1,61","1,2","2,186788809","2,28415608","-2,201214286","0,586233827","-10,61973243","0,671428571"
169,AlGeO3,Al,Ge,FALSE,cubic,not balanced,not balanced,"0,54","0,54","0,63","1,61","2,01","2,186788809","1,899964183","-1,461535714","0,675757219",-,"0,45"
170,AlHfO3,Al,Hf,FALSE,cubic,3,3,"0,54","0,54","0,71","1,61","1,3","2,186788809","2,027412322","-1,749035714","0,650136093","-15,36475981","0,507142857"
171,AlHgO3,Al,Hg,FALSE,orthorhombic,not balanced,not balanced,"0,54","0,54","1,11","1,61",2,"2,186788809","2,323654714","-2,366892857","0,546528747",-,"0,792857143"
172,AlHoO3,Al,Ho,FALSE,rhombohedral,3,3,"0,54","0,54","0,9","1,61","1,23","2,186788809","2,25865608","-2,120142857","0,596429198","-10,96815178","0,642857143"
173,AlInO3,Al,In,FALSE,orthorhombic,3,3,"0,54","0,54","0,8","1,61","1,78","2,186788809","2,147680955","-1,825857143","0,623539616","-12,40211344","0,571428571"
174,AlIrO3,Al,Ir,FALSE,cubic,3,3,"0,54","0,54","0,68","1,61","2,2","2,186788809","2,009082787","-1,519","0,659513056","-17,27570333","0,485714286"
175,AlKO3,Al,K,FALSE,orthorhombic,not balanced,not balanced,"0,54","0,54","1,38","1,61","0,82","2,186788809","2,723507129","-3,102642857","0,493448617",-,"0,985714286"
176,AlLaO3,Al,La,FALSE,orthorhombic,3,3,"0,54","0,54","1,03","1,61","1,1","2,186788809","2,376509378","-2,389892857","0,564521463","-10,07643733","0,735714286"
177,AlLiO3,Al,Li,FALSE,cubic,not balanced,not balanced,"0,54","0,54","0,76","1,61","0,98","2,186788809","2,095547886","-1,904857143","0,635086646",-,"0,542857143"
178,AlLuO3,Al,Lu,FALSE,rhombohedral,3,3,"0,54","0,54","0,86","1,61","1,27","2,186788809","2,209114963","-2,037142857","0,606985467","-11,41994367","0,614285714"
179,AlMgO3,Al,Mg,FALSE,cubic,not balanced,not balanced,"0,54","0,54","0,72","1,61","1,31","2,186788809","2,046489492","-1,765928571","0,647069413",-,"0,514285714"
180,AlMnO3,Al,Mn,FALSE,cubic,3,3,"0,54","0,54","0,65","1,61","1,55","2,186788809","2,16999357","-1,587892857","0,669164466","-20,28878795","0,464285714"
181,AlMoO3,Al,Mo,FALSE,cubic,3,3,"0,54","0,54","0,69","1,61","2,16","2,186788809","1,7893","-1,545535714","0,656357491","-16,54919067","0,492857143"
182,AlNaO3,Al,Na,FALSE,orthorhombic,not balanced,not balanced,"0,54","0,54","1,02","1,61","0,93","2,186788809","2,425828064","-2,403857143","0,566854196",-,"0,728571429"
183,AlNbO3,Al,Nb,FALSE,cubic,3,3,"0,54","0,54","0,72","1,61","1,6","2,186788809","1,955055241","-1,71","0,647069413","-14,87668942","0,514285714"
184,AlNdO3,Al,Nd,FALSE,orthorhombic,3,3,"0,54","0,54","0,98","1,61","1,14","2,186788809","2,320966993","-2,288071429","0,576381158","-10,34509833","0,7"
185,AlNiO3,Al,Ni,FALSE,cubic,3,3,"0,54","0,54","0,6","1,61","1,91","2,186788809","2,103725488","-1,424357143","0,685893578","-32,29296494","0,428571429"
186,AlNpO3,Al,Np,FALSE,orthorhombic,element not in BV,element not in BV,"0,54","0,54","0,86","1,61","1,36","2,186788809",0,"-2,019785714","0,606985467",-,"0,614285714"
187,AlOsO3,Al,Os,FALSE,cubic,element not in BV,element not in BV,"0,54","0,54","0,57","1,61","2,2","2,186788809","1,954921624","-1,311964286","0,696338658",-,"0,407142857"
188,AlPaO3,Al,Pa,FALSE,cubic,element not in BV,element not in BV,"0,54","0,54","0,91","1,61","1,5","2,186788809",0,"-2,086892857","0,593847253",-,"0,65"
189,AlPbO3,Al,Pb,FALSE,orthorhombic,not balanced,not balanced,"0,54","0,54","0,99","1,61","2,33","2,186788809","2,362863567","-2,077392857","0,573969521",-,"0,707142857"
190,AlPdO3,Al,Pd,FALSE,cubic,3,3,"0,54","0,54","0,76","1,61","2,2","2,186788809","2,04250519","-1,669571429","0,635086646","-13,395154","0,542857143"
191,AlPmO3,Al,Pm,FALSE,orthorhombic,element not in BV,element not in BV,"0,54","0,54","0,97","1,61","1,13","2,186788809",0,"-2,271178571","0,578813146",-,"0,692857143"
192,AlPrO3,Al,Pr,FALSE,orthorhombic,3,3,"0,54","0,54","0,99","1,61","1,13","2,186788809","2,340791612","-2,308821429","0,573969521","-10,28552362","0,707142857"
193,AlPtO3,Al,Pt,FALSE,cubic,element not in BV,element not in BV,"0,54","0,54","0,67","1,61","2,28","2,186788809","2,64390067","-1,48475","0,662699109",-,"0,478571429"
194,AlPuO3,Al,Pu,FALSE,orthorhombic,element not in BV,element not in BV,"0,54","0,54","0,83","1,61","1,28","2,186788809","2,226583834","-1,97875","0,615151191",-,"0,592857143"
195,AlRbO3,Al,Rb,FALSE,cubic,not balanced,not balanced,"0,54","0,54","1,52","1,61","0,82","2,186788809","2,825996661","-3,366142857","0,469790122",-,"1,085714286"
196,AlReO3,Al,Re,FALSE,cubic,3,3,"0,54","0,54","0,63","1,61","1,9","2,186788809","1,98797081","-1,48275","0,675757219","-23,45904428","0,45"
197,AlRhO3,Al,Rh,FALSE,cubic,3,3,"0,54","0,54","0,67","1,61","2,28","2,186788809","2,001424352","-1,48475","0,662699109","-18,119601","0,478571429"
198,AlRuO3,Al,Ru,FALSE,cubic,3,3,"0,54","0,54","0,68","1,61","2,2","2,186788809","2,018753288","-1,519","0,659513056","-17,27570333","0,485714286"
199,AlSbO3,Al,Sb,FALSE,cubic,3,3,"0,54","0,54","0,76","1,61","2,05","2,186788809","2,075848892","-1,6985","0,635086646","-13,395154","0,542857143"
200,AlScO3,Al,Sc,FALSE,cubic,3,3,"0,54","0,54","0,75","1,61","1,36","2,186788809","2,074614707","-1,81275","0,638040537","-13,70859439","0,535714286"
201,AlSiO3,Al,Si,FALSE,cubic,not balanced,not balanced,"0,54","0,54","0,4","1,61","1,9","2,186788809","1,783360927","-1,049857143","0,762103975",-,"0,285714286"
202,AlSmO3,Al,Sm,FALSE,orthorhombic,3,3,"0,54","0,54","0,96","1,61","1,17","2,186788809","2,311832729","-2,244642857","0,581265744","-10,47459187","0,685714286"
203,AlSnO3,Al,Sn,FALSE,cubic,not balanced,not balanced,"0,54","0,54","0,69","1,61","1,96","2,186788809","2,052287148","-1,584107143","0,656357491",-,"0,492857143"
204,AlSrO3,Al,Sr,FALSE,orthorhombic,not balanced,not balanced,"0,54","0,54","1,18","1,61","0,95","2,186788809","2,452968591","-2,701142857","0,531700448",-,"0,842857143"
205,AlTaO3,Al,Ta,FALSE,cubic,3,3,"0,54","0,54","0,72","1,61","1,5","2,186788809","1,956808277","-1,729285714","0,647069413","-14,87668942","0,514285714"
206,AlTbO3,Al,Tb,FALSE,rhombohedral,3,3,"0,54","0,54","0,92","1,61","1,2","2,186788809","2,256932729","-2,163571429","0,591287567","-10,78316814","0,657142857"
207,AlTcO3,Al,Tc,FALSE,cubic,element not in BV,element not in BV,"0,54","0,54","0,6","1,61","1,9","2,186788809",0,"-1,426285714","0,685893578",-,"0,428571429"
208,AlTeO3,Al,Te,FALSE,cubic,not balanced,not balanced,"0,54","0,54","0,77","1,61","2,1","2,186788809","2,115491508","-1,707678571","0,632159979",-,"0,55"
209,AlThO3,Al,Th,FALSE,cubic,not balanced,not balanced,"0,54","0,54","0,94","1,61","1,3","2,186788809","2,246056043","-2,181928571","0,586233827",-,"0,671428571"
210,AlTiO3,Al,Ti,FALSE,cubic,3,3,"0,54","0,54","0,67","1,61","1,54","2,186788809","1,927848949","-1,627464286","0,662699109","-18,119601","0,478571429"
211,AlTlO3,Al,Tl,FALSE,orthorhombic,3,3,"0,54","0,54","0,89","1,61","1,62","2,186788809","2,297683747","-2,026107143","0,599033692","-11,06994889","0,635714286"
212,AlTmO3,Al,Tm,FALSE,rhombohedral,3,3,"0,54","0,54","0,88","1,61","1,25","2,186788809","2,119700811","-2,078642857","0,601661033","-11,17872059","0,628571429"
213,AlUO3,Al,U,FALSE,orthorhombic,3,3,"0,54","0,54","1,03","1,61","1,38","2,186788809","2,0478","-2,335892857","0,564521463","-10,07643733","0,735714286"
214,AlVO3,Al,V,FALSE,orthorhombic,3,3,"0,54","0,54","0,64","1,61","1,63","2,186788809","1,758039163","-1,553642857","0,672444684","-21,71105415","0,457142857"
215,AlWO3,Al,W,FALSE,cubic,3,3,"0,54","0,54","0,66","1,61","2,36","2,186788809","1,7456","-1,4505","0,665916095","-19,11049639","0,471428571"
216,AlYO3,Al,Y,FALSE,rhombohedral,3,3,"0,54","0,54","0,9","1,61","1,22","2,186788809","2,235124352","-2,122071429","0,596429198","-10,96815178","0,642857143"
217,AlYbO3,Al,Yb,FALSE,orthorhombic,3,3,"0,54","0,54","0,87","1,61","1,1","2,186788809","2,223980699","-2,08875","0,604311522","-11,2951346","0,621428571"
218,AlZnO3,Al,Zn,FALSE,cubic,not balanced,not balanced,"0,54","0,54","0,74","1,61","1,65","2,186788809","2,096140752","-1,738","0,641022035",-,"0,528571429"
219,AlZrO3,Al,Zr,FALSE,cubic,3,3,"0,54","0,54","0,72","1,61","1,33","2,186788809","2,043777903","-1,762071429","0,647069413","-14,87668942","0,514285714"
220,AsAcO3,As,Ac,FALSE,orthorhombic,element not in BV,element not in BV,"0,52","0,52","1,12","2,18","1,1","2,214684508",0,"-2,314571429","0,538748024",-,"0,8"
221,AsAgO3,As,Ag,FALSE,cubic,3,3,"0,58","0,52","0,75","2,18","1,93","2,214684508","2,488353231","-1,571714286","0,651196012","-16,1589867","0,535714286"
222,AsAlO3,As,Al,FALSE,cubic,3,3,"0,58","0,52","0,54","2,18","1,61","2,214684508","1,892894405","-1,2855","0,721686302","38,68451728","0,385714286"
223,As2O3,As,As,FALSE,cubic,3,3,"0,58","0,52","0,58","2,18","2,18","2,214684508","1,932227032","-1,234571429","0,707106781",-,"0,414285714"
224,AsAuO3,As,Au,FALSE,cubic,element not in BV,element not in BV,"0,52","0,52","0,93","2,18","2,54","2,214684508","2,31369847","-1,728214286","0,582680266",-,"0,664285714"
225,AsBO3,As,B,FALSE,cubic,3,3,"0,58","0,52","0,27","2,18","2,04","2,214684508","1,624661665","-0,743214286","0,838366124","4,613634905","0,192857143"
226,AsBaO3,As,Ba,FALSE,orthorhombic,not balanced,not balanced,"0,52","0,52","1,35","2,18","0,89","2,214684508","2,64009357","-2,739642857","0,493689098",-,"0,964285714"
227,AsBeO3,As,Be,FALSE,cubic,not balanced,not balanced,"0,52","0,52","0,45","2,18","1,57","2,214684508","1,803349248","-1,102642857","0,733862173",-,"0,321428571"
228,AsBiO3,As,Bi,FALSE,cubic,not balanced,not balanced,"0,52","0,52","0,9","2,18","2,02","2,214684508","2,215655462","-1,774428571","0,590280443",-,"0,642857143"
229,AsCaO3,As,Ca,FALSE,orthorhombic,not balanced,not balanced,"0,52","0,52",1,"2,18",1,"2,214684508","2,318139449","-2,131714286","0,565685425",-,"0,714285714"
230,AsCdO3,As,Cd,FALSE,cubic,not balanced,not balanced,"0,52","0,52","0,95","2,18","1,69","2,214684508","2,286435201","-1,919642857","0,577721285",-,"0,678571429"
231,AsCeO3,As,Ce,FALSE,cubic,2,4,"0,58","0,52","0,87","2,18","1,12","2,214684508","2,268642439","-1,940928571","0,616771554","-5,679209214","0,621428571"
232,AsCoO3,As,Co,FALSE,cubic,3,3,"0,58","0,52","0,61","2,18","1,88","2,214684508","1,930310969","-1,347071429","0,696552949","-63,26670137","0,435714286"
233,AsCrO3,As,Cr,FALSE,cubic,3,3,"0,58","0,52","0,62","2,18","1,66","2,214684508","1,960053288","-1,409428571","0,693104667","-48,82311366","0,442857143"
234,AsCsO3,As,Cs,FALSE,cubic,not balanced,not balanced,"0,52","0,52","1,67","2,18","0,79","2,214684508","3,009747218","-3,295357143","0,442229648",-,"1,192857143"
235,AsCuO3,As,Cu,FALSE,cubic,3,3,"0,58","0,52","0,54","2,18","1,9","2,214684508","2,005573846","-1,225428571","0,721686302","38,68451728","0,385714286"
236,AsDyO3,As,Dy,FALSE,cubic,3,3,"0,58","0,52","0,91","2,18","1,22","2,214684508","2,255580699","-1,987357143","0,606091527","-11,70669362","0,65"
237,AsErO3,As,Er,FALSE,cubic,3,3,"0,58","0,52","0,89","2,18","1,24","2,214684508","2,250676638","-1,949642857","0,611384903","-11,99279184","0,635714286"
238,AsEuO3,As,Eu,FALSE,orthorhombic,3,3,"0,58","0,52","0,95","2,18","1,2","2,214684508","2,354367494","-2,058642857","0,595775075","-11,23821928","0,678571429"
239,AsFeO3,As,Fe,FALSE,cubic,3,3,"0,58","0,52","0,65","2,18","1,83","2,214684508","1,999521816","-1,424571429","0,682961672","-30,33942233","0,464285714"
240,AsGaO3,As,Ga,FALSE,cubic,3,3,"0,58","0,52","0,62","2,18","1,81","2,214684508","1,974643898","-1,378357143","0,693104667","-48,82311366","0,442857143"
241,AsGdO3,As,Gd,FALSE,cubic,3,3,"0,58","0,52","0,94","2,18","1,2","2,214684508","2,28415608","-2,041857143","0,598321123","-11,34424509","0,671428571"
242,AsGeO3,As,Ge,FALSE,cubic,2,4,"0,58","0,52","0,53","2,18","2,01","2,214684508","1,899964183","-1,185857143","0,72542561","22,91940863","0,378571429"
243,AsHfO3,As,Hf,FALSE,cubic,2,4,"0,58","0,52","0,71","2,18","1,3","2,214684508","2,027412322","-1,635071429","0,663540961","-10,10682868","0,507142857"
244,AsHgO3,As,Hg,FALSE,cubic,not balanced,not balanced,"0,52","0,52","1,11","2,18",2,"2,214684508","2,323654714","-2,130642857","0,54089443",-,"0,792857143"
245,AsHoO3,As,Ho,FALSE,cubic,3,3,"0,58","0,52","0,9","2,18","1,23","2,214684508","2,25865608","-1,9685","0,608726707","-11,84471763","0,642857143"
246,AsInO3,As,In,FALSE,cubic,3,3,"0,58","0,52","0,8","2,18","1,78","2,214684508","2,147680955","-1,686714286","0,636396103","-14,01340409","0,571428571"
247,AsIrO3,As,Ir,FALSE,cubic,2,4,"0,58","0,52","0,63","2,18","2,2","2,214684508","2,009082787","-1,314357143","0,689690358","-24,04445616","0,45"
248,AsKO3,As,K,FALSE,orthorhombic,not balanced,not balanced,"0,52","0,52","1,38","2,18","0,82","2,214684508","2,723507129","-2,803","0,488361518",-,"0,985714286"
249,AsLaO3,As,La,FALSE,cubic,3,3,"0,58","0,52","1,03","2,18","1,1","2,214684508","2,376509378","-2,213642857","0,576161081","-10,58237802","0,735714286"
250,AsLiO3,As,Li,FALSE,cubic,not balanced,not balanced,"0,52","0,52","0,76","2,18","0,98","2,214684508","2,095547886","-1,732571429","0,628539361",-,"0,542857143"
251,AsLuO3,As,Lu,FALSE,cubic,3,3,"0,58","0,52","0,86","2,18","1,27","2,214684508","2,209114963","-1,893071429","0,619500631","-12,50850785","0,614285714"
252,AsMgO3,As,Mg,FALSE,cubic,not balanced,not balanced,"0,52","0,52","0,72","2,18","1,31","2,214684508","2,046489492","-1,604142857","0,640398594",-,"0,514285714"
253,AsMnO3,As,Mn,FALSE,cubic,2,4,"0,58","0,52","0,53","2,18","1,55","2,214684508","2,16999357","-1,281142857","0,72542561","22,91940863","0,378571429"
254,AsMoO3,As,Mo,FALSE,cubic,2,4,"0,58","0,52","0,65","2,18","2,16","2,214684508","1,7893","-1,356214286","0,682961672","-17,50833283","0,464285714"
255,AsNaO3,As,Na,FALSE,orthorhombic,not balanced,not balanced,"0,52","0,52","1,02","2,18","0,93","2,214684508","2,425828064","-2,178285714","0,561010339",-,"0,728571429"
256,AsNbO3,As,Nb,FALSE,cubic,2,4,"0,58","0,52","0,68","2,18","1,6","2,214684508","1,955055241","-1,522571429","0,673111263","-12,66563269","0,485714286"
257,AsNdO3,As,Nd,FALSE,cubic,3,3,"0,58","0,52","0,98","2,18","1,14","2,214684508","2,320966993","-2,121428571","0,588265305","-10,95641881","0,7"
258,AsNiO3,As,Ni,FALSE,cubic,3,3,"0,58","0,52","0,6","2,18","1,91","2,214684508","2,103725488","-1,324071429","0,700035713","-92,20847395","0,428571429"
259,AsNpO3,As,Np,FALSE,cubic,element not in BV,element not in BV,"0,52","0,52","0,86","2,18","1,36","2,214684508",0,"-1,829857143","0,600727885",-,"0,614285714"
260,AsOsO3,As,Os,FALSE,cubic,element not in BV,element not in BV,"0,52","0,52","0,57","2,18","2,2","2,214684508","1,954921624","-1,187071429","0,689159909",-,"0,407142857"
261,AsPaO3,As,Pa,FALSE,cubic,element not in BV,element not in BV,"0,52","0,52","0,91","2,18","1,5","2,214684508",0,"-1,887785714","0,587725117",-,"0,65"
262,AsPbO3,As,Pb,FALSE,orthorhombic,2,4,"0,58","0,52","0,78","2,18","2,33","2,214684508","2,362863567","-1,539214286","0,642234599","-7,224875358","0,557142857"
263,AsPdO3,As,Pd,FALSE,cubic,2,4,"0,58","0,52","0,62","2,18","2,2","2,214684508","2,04250519","-1,297571429","0,693104667","-29,79605427","0,442857143"
264,AsPmO3,As,Pm,FALSE,cubic,element not in BV,element not in BV,"0,52","0,52","0,97","2,18","1,13","2,214684508",0,"-2,057214286","0,572846",-,"0,692857143"
265,AsPrO3,As,Pr,FALSE,cubic,2,4,"0,58","0,52","0,85","2,18","1,13","2,214684508","2,340791612","-1,905285714","0,622253967","-5,923523174","0,607142857"
266,AsPtO3,As,Pt,FALSE,cubic,element not in BV,element not in BV,"0,52","0,52","0,67","2,18","2,28","2,214684508","2,64390067","-1,340071429","0,655867159",-,"0,478571429"
267,AsPuO3,As,Pu,FALSE,cubic,element not in BV,element not in BV,"0,52","0,52","0,83","2,18","1,28","2,214684508","2,226583834","-1,794357143","0,608809426",-,"0,592857143"
268,AsRbO3,As,Rb,FALSE,orthorhombic,not balanced,not balanced,"0,52","0,52","1,52","2,18","0,82","2,214684508","2,825996661","-3,038","0,464946925",-,"1,085714286"
269,AsReO3,As,Re,FALSE,cubic,2,4,"0,58","0,52","0,63","2,18","1,9","2,214684508","1,98797081","-1,3765","0,689690358","-24,04445616","0,45"
270,AsRhO3,As,Rh,FALSE,cubic,3,3,"0,58","0,52","0,67","2,18","2,28","2,214684508","2,001424352","-1,364928571","0,676363008","-24,91406625","0,478571429"
271,AsRuO3,As,Ru,FALSE,cubic,2,4,"0,58","0,52","0,62","2,18","2,2","2,214684508","2,018753288","-1,297571429","0,693104667","-29,79605427","0,442857143"
272,AsSbO3,As,Sb,FALSE,cubic,2,4,"0,58","0,52","0,68","2,18","2,05","2,214684508","2,075848892","-1,429357143","0,673111263","-12,66563269","0,485714286"
273,AsScO3,As,Sc,FALSE,cubic,3,3,"0,58","0,52","0,75","2,18","1,36","2,214684508","2,074614707","-1,689785714","0,651196012","-16,1589867","0,535714286"
274,AsSiO3,As,Si,FALSE,cubic,2,4,"0,58","0,52","0,4","2,18","1,9","2,214684508","1,783360927","-0,990428571","0,777817459","7,304855858","0,285714286"
275,AsSmO3,As,Sm,FALSE,cubic,3,3,"0,58","0,52","0,96","2,18","1,17","2,214684508","2,311832729","-2,081642857","0,593250605","-11,13857352","0,685714286"
276,AsSnO3,As,Sn,FALSE,cubic,2,4,"0,58","0,52","0,69","2,18","1,96","2,214684508","2,052287148","-1,464785714","0,669890635","-11,65157188","0,492857143"
277,AsSrO3,As,Sr,FALSE,rhombohedral,not balanced,not balanced,"0,52","0,52","1,18","2,18","0,95","2,214684508","2,452968591","-2,443142857","0,526219",-,"0,842857143"
278,AsTaO3,As,Ta,FALSE,cubic,2,4,"0,58","0,52","0,68","2,18","1,5","2,214684508","1,956808277","-1,543285714","0,673111263","-12,66563269","0,485714286"
279,AsTbO3,As,Tb,FALSE,cubic,2,4,"0,58","0,52","0,76","2,18","1,2","2,214684508","2,256932729","-1,739714286","0,648181216","-7,804844041","0,542857143"
280,AsTcO3,As,Tc,FALSE,cubic,element not in BV,element not in BV,"0,52","0,52","0,6","2,18","1,9","2,214684508",0,"-1,293142857","0,67882251",-,"0,428571429"
281,AsTeO3,As,Te,FALSE,cubic,2,4,"0,58","0,52","0,97","2,18","2,1","2,214684508","2,115491508","-1,905785714","0,590747437","-4,882096278","0,692857143"
282,AsThO3,As,Th,FALSE,cubic,2,4,"0,58","0,52","0,94","2,18","1,3","2,214684508","2,246056043","-2,021142857","0,598321123","-5,066376157","0,671428571"
